,None_c=3,None_c=4,None_c=5,Normalisation_c=3,Normalisation_c=4,Normalisation_c=5,PCA_c=3,PCA_c=4,PCA_c=5,Transform_c=3,Transform_c=4,Transform_c=5,Scale_c=3,Scale_c=4,Scale_c=5
Silhouette,0.4887398491004218,0.4887398491004218,0.4887398491004218,0.3993263633623272,0.3993263633623272,0.3993263633623272,0.4887398491004215,0.4887398491004215,0.4887398491004215,0.4887398491004218,0.4887398491004218,0.4887398491004218,0.43255652632301644,0.43255652632301644,0.43255652632301644
Calinski-Harabasz,513.7721643772164,513.7721643772164,513.7721643772164,198.7303147351156,198.7303147351156,198.7303147351156,513.7721643772167,513.7721643772167,513.7721643772167,513.7721643772164,513.7721643772164,513.7721643772164,299.8991893486019,299.8991893486019,299.8991893486019
Davies-Bouldin,0.7956018634867057,0.7956018634867057,0.7956018634867057,0.9810810481893735,0.9810810481893735,0.9810810481893735,0.7956018634867102,0.7956018634867102,0.7956018634867102,0.7956018634867057,0.7956018634867057,0.7956018634867057,0.8493429237825467,0.8493429237825467,0.8493429237825467
